OID_,FieldName,ZONE_CODE,COUNT,AREA,Variable,Dimensions,StdTime,StdTime_Max,MEAN,STD
145,19_A,1,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,8.931355644080526,0.082301389963631
146,19_AA,2,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,6.935483475680588,0.070428589213683
147,19_BB,3,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,7.048987203471754,0.025949001006201
148,19_E,4,3.000000000000000,3000000.000000000000000,tasmin,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,9.981210735557370,0.073811368133620
149,19_F,5,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,8.988051425228537,0.044001363382632
150,19_J,6,6.000000000000000,6000000.000000000000000,tasmin,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,7.853861459850224,0.109945866960162
151,19_K,7,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,9.511358931307864,0.022867687614461
152,19_M,8,6.000000000000000,6000000.000000000000000,tasmin,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,8.458317978766624,0.108010888968277
153,19_N,9,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,8.124940630112889,0.081653328958851
154,19_O,10,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,7.375423129777706,0.172143387480148
155,19_P,11,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,9.288392622185510,0.050327645770730
156,19_T,12,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,7.282076472790946,0.055622717237478
157,19_V,13,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,7.453277176099284,0.053005425813320
158,19_W,14,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,8.182774696146936,0.032668929181248
159,19_X_A,15,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,7.780477600493914,0.088346681040003
160,19_X_B,16,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,7.324452821937276,0.070689254421984
161,19_Y,17,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,8.194453016163385,0.100092113344005
162,19_Z,18,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/09/2018 00:00:00,01/10/2018 00:00:00,7.773547427713122,0.099355011070944
163,19_A,1,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/10/2018 00:00:00,01/11/2018 00:00:00,6.645200664252155,0.073207797958379
164,19_AA,2,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/10/2018 00:00:00,01/11/2018 00:00:00,4.336361649016350,0.071184941838982
165,19_BB,3,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/10/2018 00:00:00,01/11/2018 00:00:00,4.443037465889446,0.030432297713509
166,19_E,4,3.000000000000000,3000000.000000000000000,tasmin,StdTime,01/10/2018 00:00:00,01/11/2018 00:00:00,7.334395081176975,0.065214768277335
167,19_F,5,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/10/2018 00:00:00,01/11/2018 00:00:00,6.384614110856424,0.038093150426983
